"","BalusC","Marc Gravell","Jon Skeet","Hans Passant","Darin Dimitrov"
"cbcccaa",0.15292556166677088,0.0,0.05676737475823546,0.0,0.0
"cbcccba",0.13430464161924055,0.0,0.0,0.0,0.0
"ccaaaaa",0.0,0.0,0.0997102360059741,0.0,0.0
"ccaaaab",0.0,0.0,0.0,0.08687557418043507,0.0
"ccaaaba",0.0,0.0,0.05676737475823546,0.04946030091175555,0.0
"ccaaabb",0.0,0.0,0.0997102360059741,0.0,0.0
"ccaabba",0.0,0.0841395791953704,0.0,0.0,0.0
"ccaacba",0.0,0.04790263482976461,0.0,0.0,0.04951270206515967
"ccabaaa",0.0,0.0841395791953704,0.0,0.0,0.0
"ccabaab",0.0,0.0841395791953704,0.0,0.0,0.0
"ccabaca",0.0,0.0841395791953704,0.0,0.0,0.0
"ccabbaa",0.0,0.1682791583907408,0.0,0.0,0.0
"ccabbba",0.0,0.0,0.0,0.0,0.0869676152761377
"ccabbca",0.0,0.0841395791953704,0.0,0.0,0.0
"ccabcaa",0.0,0.026705381235166435,0.0,0.05514753819068673,0.027602982368972098
"ccabcab",0.0,0.0,0.0,0.04946030091175555,0.04951270206515967
"ccabcba",0.0,0.0,0.0,0.0,0.0869676152761377
"ccacaac",0.0,0.0,0.0,0.08687557418043507,0.0
"ccacaba",0.13430464161924055,0.0,0.0,0.0,0.0
"ccacabb",0.0,0.0,0.0,0.08687557418043507,0.0
"ccacbaa",0.0,0.0,0.0,0.08687557418043507,0.0
"ccacbab",0.0,0.04790263482976461,0.0,0.04946030091175555,0.0
"ccacbba",0.0,0.0,0.0,0.08687557418043507,0.0
"ccaccab",0.0,0.0841395791953704,0.0,0.0,0.0
"ccbaaab",0.0,0.0,0.0,0.2606267225413052,0.0
"ccbaaac",0.0,0.0841395791953704,0.0,0.0,0.0
"ccbaaba",0.0,0.0,0.05676737475823546,0.04946030091175555,0.0
"ccbaaca",0.0,0.09580526965952922,0.0,0.0,0.04951270206515967
"ccbaacb",0.0,0.0,0.0997102360059741,0.0,0.0
"ccbabaa",0.0,0.2524187375861112,0.0,0.0,0.0
"ccbabbb",0.0,0.0,0.0,0.0,0.0869676152761377
"ccbacaa",0.0,0.0841395791953704,0.0,0.0,0.0
"ccbacba",0.13430464161924055,0.0,0.0,0.0,0.0
"ccbacca",0.0,0.0,0.0,0.08687557418043507,0.0
"ccbbaaa",0.08525492260345335,0.026705381235166435,0.03164741125463665,0.0,0.0
"ccbbaab",0.01862092004753036,0.023331380928317626,0.013824513510496838,0.0,0.012057788854181652
"ccbbabc",0.0,0.0841395791953704,0.0,0.0,0.0
"ccbbbaa",0.03724184009506072,0.034997071392476445,0.041473540531490515,0.012045027643076049,0.0
"ccbbbab",0.0,0.0841395791953704,0.0,0.0,0.0
"ccbbbba",0.0,0.0,0.0997102360059741,0.0,0.0
"ccbbcaa",0.1705098452069067,0.0,0.0632948225092733,0.0,0.027602982368972098
"ccbbcba",0.0,0.0841395791953704,0.0,0.0,0.0
"ccbcaaa",0.07448368019012144,0.034997071392476445,0.0,0.024090055286152098,0.012057788854181652
"ccbcabb",0.0,0.0841395791953704,0.0,0.0,0.0
"ccbcaca",0.0,0.0,0.0997102360059741,0.0,0.0
"ccbcbaa",0.08525492260345335,0.0,0.03164741125463665,0.027573769095343367,0.0
"ccbcbba",0.07646278083338544,0.0,0.05676737475823546,0.0,0.0
"ccbccaa",0.0,0.0,0.0,0.08687557418043507,0.0
"ccbccba",0.0,0.0,0.0997102360059741,0.0,0.0
"cccaaaa",0.0,0.0,0.0,0.0,0.0869676152761377
"cccaaab",0.13430464161924055,0.0,0.0,0.0,0.0
"cccaaba",0.0,0.0,0.05676737475823546,0.04946030091175555,0.0
"cccaabb",0.0,0.0,0.0,0.08687557418043507,0.0
"cccabaa",0.05586276014259108,0.0,0.013824513510496838,0.024090055286152098,0.024115577708363305
"cccabab",0.13430464161924055,0.0,0.0,0.0,0.0
"cccacaa",0.0,0.026705381235166435,0.0632948225092733,0.027573769095343367,0.0
"cccbaab",0.0,0.04790263482976461,0.05676737475823546,0.0,0.0
"cccbbaa",0.03724184009506072,0.0,0.013824513510496838,0.012045027643076049,0.024115577708363305
"cccbcaa",0.15292556166677088,0.0,0.05676737475823546,0.0,0.0
"ccccaaa",0.0,0.0,0.0,0.04946030091175555,0.04951270206515967
"ccccaba",0.07646278083338544,0.0,0.0,0.0,0.04951270206515967
"ccccbaa",0.08525492260345335,0.0,0.03164741125463665,0.027573769095343367,0.0
